,Input,Output,Response
75,"Besonders bemerkenswert ist aus meiner Sicht das Signal, das von diesem Vorschlag ausgeht: die Kommission sieht die Auswirkungen der Erweiterung voraus und hat erkannt, dass diese zwangsläufig, ja quasi automatisch, eine Reform des zentralisierten Systems mit sich bringt.","Besonders bemerkenswert ist aus meiner Sicht das Signal, das von diesem Vorschlag ausgeht: Die Kommission sieht die Auswirkungen der Erweiterung voraus und hat erkannt, dass diese zwangsläufig, ja quasi automatisch, eine Reform des zentralisierten Systems mit sich bringt.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Kommission<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Besonders bemerkenswert ist aus meiner Sicht das Signal, das von diesem Vorschlag ausgeht: <b title='die'>Die<\/b> Kommission sieht die Auswirkungen der Erweiterung voraus und hat erkannt, dass diese zwangsläufig, ja quasi automatisch, eine Reform des zentralisierten Systems mit sich bringt."",""model"":""UNK"",""editXml"":""Besonders bemerkenswert ist aus meiner Sicht das Signal, das von diesem Vorschlag ausgeht: <REP TOK='Die'>die<\/REP> Kommission sieht die Auswirkungen der Erweiterung voraus und hat erkannt, dass diese zwangsläufig, ja quasi automatisch, eine Reform des zentralisierten Systems mit sich bringt."",""corrected"":""Besonders bemerkenswert ist aus meiner Sicht das Signal, das von diesem Vorschlag ausgeht: Die Kommission sieht die Auswirkungen der Erweiterung voraus und hat erkannt, dass diese zwangsläufig, ja quasi automatisch, eine Reform des zentralisierten Systems mit sich bringt."",""editOps"":[{""LTID"":"""",""beg"":91,""kind"":""REP"",""alt"":""Die"",""text"":""die""}]}"
76,"Die deutschen Sozialdemokraten haben gegen den Bericht von Wogau gestimmt, weil er ihrer Auffassung nach die europäische Wettbewerbspolitik fragmentieren, d. h. im Klartext dem Super-Einheitsstaat Abbruch tun könnte.","Die deutschen Sozialdemokraten haben gegen den Bericht von Wogau gestimmt, weil er ihrer Auffassung nach die europäische Wettbewerbspolitik fragmentieren, d.h. im Klartext dem Super-Einheitsstaat Abbruch tun könnte.","{""explainHtml"":""<p  class='LT2'><b>Wogau<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Wog au<\/span>, <span class='LTsuggest'>Wachau<\/span>, <span class='LTsuggest'>Lochau<\/span>, <span class='LTsuggest'>Vokal<\/span>, <span class='LTsuggest'>Sogar<\/span>, <span class='LTsuggest'>Voran<\/span>, <span class='LTsuggest'>Wochen<\/span>, <span class='LTsuggest'>Voraus<\/span>, <span class='LTsuggest'>Donau<\/span>, <span class='LTsuggest'>Worauf<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>deutschen, Sozialdemokraten, Super-Einheitsstaat<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Wogau<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Wog au<\/span>, <span class='LTsuggest'>Wachau<\/span>, <span class='LTsuggest'>Lochau<\/span>, <span class='LTsuggest'>Vokal<\/span>, <span class='LTsuggest'>Sogar<\/span>, <span class='LTsuggest'>Voran<\/span>, <span class='LTsuggest'>Wochen<\/span>, <span class='LTsuggest'>Voraus<\/span>, <span class='LTsuggest'>Donau<\/span>, <span class='LTsuggest'>Worauf<\/span><\/p>\n"",""correctedHtml"":""Die deutschen Sozialdemokraten haben gegen den Bericht von <i class='LT2'>Wogau<\/i> gestimmt, weil er ihrer Auffassung nach die europäische Wettbewerbspolitik fragmentieren, d.<img src='BugSmall.png' class='smallbug'  title=' '\/>h. im Klartext <u title='den Super-Einheitsstaat || dem Super-Einheitsstaat'>dem Super-Einheitsstaat<\/u> Abbruch tun könnte."",""model"":""UNK"",""editXml"":""Die deutschen Sozialdemokraten haben gegen den Bericht von <UNK RID='LT2'>Wogau<\/UNK> gestimmt, weil er ihrer Auffassung nach die europäische Wettbewerbspolitik fragmentieren, d.<DEL TOK=' '> <\/DEL>h. im Klartext <DBT TOK='den Super-Einheitsstaat || dem Super-Einheitsstaat'>dem Super-Einheitsstaat<\/DBT> Abbruch tun könnte."",""corrected"":""Die deutschen Sozialdemokraten haben gegen den Bericht von Wogau gestimmt, weil er ihrer Auffassung nach die europäische Wettbewerbspolitik fragmentieren, d.h. im Klartext dem Super-Einheitsstaat Abbruch tun könnte."",""editOps"":[{""LTID"":""LT2"",""beg"":59,""kind"":""UNK"",""alt"":"""",""text"":""Wogau""},{""LTID"":"""",""beg"":157,""kind"":""DEL"",""alt"":"" "",""text"":"" ""},{""LTID"":"""",""beg"":173,""kind"":""DBT"",""alt"":""den Super-Einheitsstaat || dem Super-Einheitsstaat"",""text"":""dem Super-Einheitsstaat""}]}"
77,"Der Wettbewerb, d. h. der Krieg, den die großen Unternehmen untereinander austragen, schlägt sich ständig in Entlassungen und Betriebsschließungen nieder, ganz zu schweigen von der riesigen Verschwendung produktiver Kapazitäten.","Der Wettbewerb, d.h. der Krieg, den die großen Unternehmen untereinander austragen, schlägt sich ständig in Entlassungen und Betriebsschließungen nieder, ganz zu schweigen von der riesigen Verschwendung produktiver Kapazitäten.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Entlassungen, Betriebsschließungen<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Der Wettbewerb, d.<img src='BugSmall.png' class='smallbug'  title=' '\/>h. der Krieg, den die großen Unternehmen untereinander austragen, schlägt sich ständig in Entlassungen und Betriebsschließungen nieder, ganz zu schweigen von der riesigen Verschwendung produktiver Kapazitäten."",""model"":""UNK"",""editXml"":""Der Wettbewerb, d.<DEL TOK=''> <\/DEL>h. der Krieg, den die großen Unternehmen untereinander austragen, schlägt sich ständig in Entlassungen und Betriebsschließungen nieder, ganz zu schweigen von der riesigen Verschwendung produktiver Kapazitäten."",""corrected"":""Der Wettbewerb, d.h. der Krieg, den die großen Unternehmen untereinander austragen, schlägt sich ständig in Entlassungen und Betriebsschließungen nieder, ganz zu schweigen von der riesigen Verschwendung produktiver Kapazitäten."",""editOps"":[{""LTID"":"""",""beg"":18,""kind"":""DEL"",""alt"":"""",""text"":"" ""}]}"
78,"Millionen Arbeitslose, 50 Millionen Arme in der Europäischen Union, die doch immerhin eine der reichsten Regionen der Welt ist: das ist das Ergebnis dieses Wettbewerbs, den die europäischen Institutionen fördern wollen.","Millionen Arbeitslose, 50 Millionen Arme in der Europäischen Union, die doch immerhin eine der reichsten Regionen der Welt ist: Das ist das Ergebnis dieses Wettbewerbs, den die europäischen Institutionen fördern wollen.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>50, Millionen, Arme, Europäischen, Union<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Millionen Arbeitslose, 50 Millionen Arme in der Europäischen Union, die doch immerhin eine der reichsten Regionen der Welt ist: <b title='das'>Das<\/b> ist das Ergebnis dieses Wettbewerbs, den die europäischen Institutionen fördern wollen."",""model"":""UNK"",""editXml"":""Millionen Arbeitslose, 50 Millionen Arme in der Europäischen Union, die doch immerhin eine der reichsten Regionen der Welt ist: <REP TOK='Das'>das<\/REP> ist das Ergebnis dieses Wettbewerbs, den die europäischen Institutionen fördern wollen."",""corrected"":""Millionen Arbeitslose, 50 Millionen Arme in der Europäischen Union, die doch immerhin eine der reichsten Regionen der Welt ist: Das ist das Ergebnis dieses Wettbewerbs, den die europäischen Institutionen fördern wollen."",""editOps"":[{""LTID"":"""",""beg"":128,""kind"":""REP"",""alt"":""Das"",""text"":""das""}]}"
79,Der Rückgang der Beihilfen erklärt sich im Wesentlichen aus der Verringerung der Beihilfen für die neuen deutschen Bundesländer.,Der Rückgang der Beihilfen erklärt sich im wesentlichen aus der Verringerung der Beihilfen für die neuen deutschen Bundesländer.,"{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Der Rückgang der Beihilfen erklärt sich im <b title='Wesentlichen'>wesentlichen<\/b> aus der Verringerung der Beihilfen für die neuen deutschen Bundesländer."",""model"":""UNK"",""editXml"":""Der Rückgang der Beihilfen erklärt sich im <REP TOK='wesentlichen'>Wesentlichen<\/REP> aus der Verringerung der Beihilfen für die neuen deutschen Bundesländer."",""corrected"":""Der Rückgang der Beihilfen erklärt sich im wesentlichen aus der Verringerung der Beihilfen für die neuen deutschen Bundesländer."",""editOps"":[{""LTID"":"""",""beg"":43,""kind"":""REP"",""alt"":""wesentlichen"",""text"":""Wesentlichen""}]}"
80,"Ferner muss sie in Zusammenarbeit mit den Mitgliedstaaten die Qualität der Daten rechtzeitig, d. h. bis zum Neunten Bericht, verbessern.","Ferner muss sie in Zusammenarbeit mit den Mitgliedstaaten die Qualität der Daten rechtzeitig, d.h. bis zum neunten Bericht, verbessern.","{""explainHtml"":""<p  class='LT2'><b>Neunten<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>neunten<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Neunten<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>neunten<\/span><\/p>\n"",""correctedHtml"":""Ferner muss sie in Zusammenarbeit mit den Mitgliedstaaten die Qualität der Daten rechtzeitig, d.<img src='BugSmall.png' class='smallbug'  title=' '\/>h. bis zum <b title='Neunten'><u class='LT2'>neunten<\/u><\/b> Bericht, verbessern."",""model"":""UNK"",""editXml"":""Ferner muss sie in Zusammenarbeit mit den Mitgliedstaaten die Qualität der Daten rechtzeitig, d.<DEL TOK=' '> <\/DEL>h. bis zum <REP TOK='neunten'><DBT RID='LT2'>Neunten<\/DBT><\/REP> Bericht, verbessern."",""corrected"":""Ferner muss sie in Zusammenarbeit mit den Mitgliedstaaten die Qualität der Daten rechtzeitig, d.h. bis zum neunten Bericht, verbessern."",""editOps"":[{""LTID"":"""",""beg"":96,""kind"":""DEL"",""alt"":"" "",""text"":"" ""},{""LTID"":""LT2"",""beg"":108,""kind"":""DBT"",""alt"":"""",""text"":""Neunten""},{""LTID"":"""",""beg"":108,""kind"":""REP"",""alt"":""neunten"",""text"":""Neunten""}]}"
81,In der wichtigen Aussprache zum Thema Wettbewerb habe ich mich bereits heute Vormittag zu dem Bericht von Herrn Langen über die Anwendung des 6. Stahlbeihilfenkodex im Jahre 1998 zu Wort gemeldet.,In der wichtigen Aussprache zum Thema Wettbewerb habe ich mich bereits heute vormittag zu dem Bericht von Herrn Langen über die Anwendung des 6. Stahlbeihilfenkodex im Jahre 1998 zu Wort gemeldet.,"{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Herrn<\/p>\n<p  class='LT2'><b>Stahlbeihilfenkodex<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Stahlbeihilfecodex<\/span>, <span class='LTsuggest'>Stahlbeihilfekodex<\/span>, <span class='LTsuggest'>Stahlbeihilfeskooter<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Wort<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Stahlbeihilfenkodex<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Stahlbeihilfecodex<\/span>, <span class='LTsuggest'>Stahlbeihilfekodex<\/span>, <span class='LTsuggest'>Stahlbeihilfeskooter<\/span><\/p>\n"",""correctedHtml"":""In der wichtigen Aussprache zum Thema Wettbewerb habe ich mich bereits heute <b title='Vormittag'>vormittag<\/b> zu dem Bericht von Herrn Langen über die Anwendung des 6. <i class='LT2'>Stahlbeihilfenkodex<\/i> im Jahre 1998 zu Wort gemeldet."",""model"":""UNK"",""editXml"":""In der wichtigen Aussprache zum Thema Wettbewerb habe ich mich bereits heute <REP TOK='vormittag'>Vormittag<\/REP> zu dem Bericht von Herrn Langen über die Anwendung des 6. <UNK RID='LT2'>Stahlbeihilfenkodex<\/UNK> im Jahre 1998 zu Wort gemeldet."",""corrected"":""In der wichtigen Aussprache zum Thema Wettbewerb habe ich mich bereits heute vormittag zu dem Bericht von Herrn Langen über die Anwendung des 6. Stahlbeihilfenkodex im Jahre 1998 zu Wort gemeldet."",""editOps"":[{""LTID"":"""",""beg"":77,""kind"":""REP"",""alt"":""vormittag"",""text"":""Vormittag""},{""LTID"":""LT2"",""beg"":145,""kind"":""UNK"",""alt"":"""",""text"":""Stahlbeihilfenkodex""}]}"
82,Welche Konsequenzen hat die Kommission daraus gezogen oder gedenkt sie daraus zu ziehen?,"Welche Konsequenzen hat die Kommission daraus gezogen oder gedenkt sie, daraus zu ziehen?","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Kommission<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Welche Konsequenzen hat die Kommission daraus gezogen oder gedenkt sie<b>,<\/b> daraus zu ziehen?"",""model"":""UNK"",""editXml"":""Welche Konsequenzen hat die Kommission daraus gezogen oder gedenkt sie<INS TOK=''\/> daraus zu ziehen?"",""corrected"":""Welche Konsequenzen hat die Kommission daraus gezogen oder gedenkt sie, daraus zu ziehen?"",""editOps"":[]}"
83,"Die Royal Society for the Protection of Birds geht davon aus, dass bis zu 400000 Vögel, zumeist Lummen, ums Leben gekommen sind.","Die Royal Society for the Protection of Birds geht davon aus, dass bis zu 400000 Vögel, zumeist Lumen, ums Leben gekommen sind.","{""explainHtml"":""<p  class='LT2'><b>Lummen<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Dummen<\/span>, <span class='LTsuggest'>Lümmel<\/span>, <span class='LTsuggest'>Summen<\/span>, <span class='LTsuggest'>Lumpen<\/span>, <span class='LTsuggest'>Lumen<\/span>, <span class='LTsuggest'>Lümmeln<\/span>, <span class='LTsuggest'>Nummer<\/span>, <span class='LTsuggest'>Summe<\/span>, <span class='LTsuggest'>Kümmern<\/span>, <span class='LTsuggest'>Nummern<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Royal, Society, for, the, Protection, of, Birds<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Lummen<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Dummen<\/span>, <span class='LTsuggest'>Lümmel<\/span>, <span class='LTsuggest'>Summen<\/span>, <span class='LTsuggest'>Lumpen<\/span>, <span class='LTsuggest'>Lumen<\/span>, <span class='LTsuggest'>Lümmeln<\/span>, <span class='LTsuggest'>Nummer<\/span>, <span class='LTsuggest'>Summe<\/span>, <span class='LTsuggest'>Kümmern<\/span>, <span class='LTsuggest'>Nummern<\/span><\/p>\n"",""correctedHtml"":""Die Royal Society for the Protection of Birds geht davon aus, dass bis zu 400000 Vögel, zumeist <b title='Lummen'><i class='LT2'>Lumen<\/i><\/b>, ums Leben gekommen sind."",""model"":""UNK"",""editXml"":""Die Royal Society for the Protection of Birds geht davon aus, dass bis zu 400000 Vögel, zumeist <REP TOK='Lumen'><UNK RID='LT2'>Lummen<\/UNK><\/REP>, ums Leben gekommen sind."",""corrected"":""Die Royal Society for the Protection of Birds geht davon aus, dass bis zu 400000 Vögel, zumeist Lumen, ums Leben gekommen sind."",""editOps"":[{""LTID"":""LT2"",""beg"":96,""kind"":""UNK"",""alt"":"""",""text"":""Lummen""},{""LTID"":"""",""beg"":96,""kind"":""REP"",""alt"":""Lumen"",""text"":""Lummen""}]}"
84,"Er ist umso inakzeptabler als er 20 Jahre nach der Katastrophe der Amoco Cadiz passiert, obwohl man doch immer wieder gesagt hat ""nie wieder!""","Er ist umso inakzeptabler als er 20 Jahre nach der Katastrophe der Amoco Cadiz passiert, obwohl man doch immer wieder gesagt hat ""Nie wieder!""","{""explainHtml"":""<p  class='LT2'><b>Amoco<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Amok<\/span>, <span class='LTsuggest'>Amos<\/span>, <span class='LTsuggest'>Smoke<\/span>, <span class='LTsuggest'>Amöbe<\/span>, <span class='LTsuggest'>Groko<\/span>, <span class='LTsuggest'>Amazon<\/span>, <span class='LTsuggest'>Smokt<\/span>, <span class='LTsuggest'>Ambo<\/span>, <span class='LTsuggest'>Amor<\/span>, <span class='LTsuggest'>Amors<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Amoco<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Amok<\/span>, <span class='LTsuggest'>Amos<\/span>, <span class='LTsuggest'>Smoke<\/span>, <span class='LTsuggest'>Amöbe<\/span>, <span class='LTsuggest'>Groko<\/span>, <span class='LTsuggest'>Amazon<\/span>, <span class='LTsuggest'>Smokt<\/span>, <span class='LTsuggest'>Ambo<\/span>, <span class='LTsuggest'>Amor<\/span>, <span class='LTsuggest'>Amors<\/span><\/p>\n"",""correctedHtml"":""Er ist umso inakzeptabler als er 20 Jahre nach der Katastrophe der <i class='LT2'>Amoco<\/i> <u title='Cádiz || Cadiz'>Cadiz<\/u> passiert, obwohl man doch immer wieder gesagt hat \""<b title='nie'>Nie<\/b> wieder!\"""",""model"":""UNK"",""editXml"":""Er ist umso inakzeptabler als er 20 Jahre nach der Katastrophe der <UNK RID='LT2'>Amoco<\/UNK> <DBT TOK='Cádiz || Cadiz'>Cadiz<\/DBT> passiert, obwohl man doch immer wieder gesagt hat \""<REP TOK='Nie'>nie<\/REP> wieder!\"""",""corrected"":""Er ist umso inakzeptabler als er 20 Jahre nach der Katastrophe der Amoco Cadiz passiert, obwohl man doch immer wieder gesagt hat \""Nie wieder!\"""",""editOps"":[{""LTID"":""LT2"",""beg"":67,""kind"":""UNK"",""alt"":"""",""text"":""Amoco""},{""LTID"":"""",""beg"":73,""kind"":""DBT"",""alt"":""Cádiz || Cadiz"",""text"":""Cadiz""},{""LTID"":"""",""beg"":130,""kind"":""REP"",""alt"":""Nie"",""text"":""nie""}]}"
85,"Weil es so ist, muss man es immer und immer wieder sagen: die Havarie der Erika ist eine Katastrophe zu viel.","Weil es so ist, muss man es immer und immer wieder sagen: Die Havarie der Erika ist eine Katastrophe zu viel.","{""explainHtml"":"""",""explainPreHtml"":"""",""correctedHtml"":""Weil es so ist, muss man es immer und immer wieder sagen: <b title='die'>Die<\/b> Havarie der Erika ist eine Katastrophe zu viel."",""model"":""UNK"",""editXml"":""Weil es so ist, muss man es immer und immer wieder sagen: <REP TOK='Die'>die<\/REP> Havarie der Erika ist eine Katastrophe zu viel."",""corrected"":""Weil es so ist, muss man es immer und immer wieder sagen: Die Havarie der Erika ist eine Katastrophe zu viel."",""editOps"":[{""LTID"":"""",""beg"":58,""kind"":""REP"",""alt"":""Die"",""text"":""die""}]}"
86,"Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des Befrachters, in diesem Falle Total, an?","Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des Befrachters, in diesem Falle total, an?","{""explainHtml"":""<p  class='LT2'><b>Befrachters<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Betrachters<\/span>, <span class='LTsuggest'>Befragter<\/span>, <span class='LTsuggest'>Befrachtens<\/span>, <span class='LTsuggest'>Befragtes<\/span>, <span class='LTsuggest'>Befragers<\/span>, <span class='LTsuggest'>Gefragter<\/span>, <span class='LTsuggest'>Betrachter<\/span>, <span class='LTsuggest'>Befragte<\/span>, <span class='LTsuggest'>Befragten<\/span>, <span class='LTsuggest'>Beobachters<\/span><\/p>\n<p  class='LT4'><b>Total<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>total<\/span><\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>Befrachters<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>Betrachters<\/span>, <span class='LTsuggest'>Befragter<\/span>, <span class='LTsuggest'>Befrachtens<\/span>, <span class='LTsuggest'>Befragtes<\/span>, <span class='LTsuggest'>Befragers<\/span>, <span class='LTsuggest'>Gefragter<\/span>, <span class='LTsuggest'>Betrachter<\/span>, <span class='LTsuggest'>Befragte<\/span>, <span class='LTsuggest'>Befragten<\/span>, <span class='LTsuggest'>Beobachters<\/span><\/p>\n<p  class='LT0'><b>Total<\/b> : Außer am Satzanfang werden nur Nomen und Eigennamen großgeschrieben.<br\/>→ <span class='LTsuggest'>total<\/span><\/p>\n"",""correctedHtml"":""Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des <i class='LT2'>Befrachters<\/i>, in diesem Falle <b title='Total'><u class='LT4'>total<\/u><\/b>, an?"",""model"":""UNK"",""editXml"":""Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des <UNK RID='LT2'>Befrachters<\/UNK>, in diesem Falle <REP TOK='total'><DBT RID='LT4'>Total<\/DBT><\/REP>, an?"",""corrected"":""Warum erkennt man unter diesen Bedingungen nicht die Verantwortlichkeit des Befrachters, in diesem Falle total, an?"",""editOps"":[{""LTID"":""LT2"",""beg"":76,""kind"":""UNK"",""alt"":"""",""text"":""Befrachters""},{""LTID"":""LT4"",""beg"":105,""kind"":""DBT"",""alt"":"""",""text"":""Total""},{""LTID"":"""",""beg"":105,""kind"":""REP"",""alt"":""total"",""text"":""Total""}]}"
87,"Voller Dankbarkeit denke ich an all die Freiwilligen, die Natur- und Vogelfreunde, die sich spontan und großzügig melden und den ölverklebten Vögeln zu Hilfe eilen und sie mit ihren bescheidenen Mitteln zu retten versuchen.","Voller Dankbarkeit denke ich an all die Freiwilligen, die Natur- und Vogelfreunde, die sich spontan und großzügig melden und den ölverklebten Vögeln zu Hilfe heilen und sie mit ihren bescheidenen Mitteln zu retten versuchen.","{""explainHtml"":""<p  class='LT2'><b>ölverklebten<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>verklebten<\/span><\/p>\n<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Dankbarkeit<\/p>\n"",""explainPreHtml"":""<p  class='LT0'><b>ölverklebten<\/b> : Möglicher Tippfehler gefunden.<br\/>→ <span class='LTsuggest'>verklebten<\/span><\/p>\n"",""correctedHtml"":""Voller Dankbarkeit denke ich an all die Freiwilligen, die Natur- und Vogelfreunde, die sich spontan und großzügig melden und den <i class='LT2'>ölverklebten<\/i> Vögeln zu Hilfe <b title='eilen'>heilen<\/b> und sie mit ihren bescheidenen Mitteln zu retten versuchen."",""model"":""UNK"",""editXml"":""Voller Dankbarkeit denke ich an all die Freiwilligen, die Natur- und Vogelfreunde, die sich spontan und großzügig melden und den <UNK RID='LT2'>ölverklebten<\/UNK> Vögeln zu Hilfe <REP TOK='heilen'>eilen<\/REP> und sie mit ihren bescheidenen Mitteln zu retten versuchen."",""corrected"":""Voller Dankbarkeit denke ich an all die Freiwilligen, die Natur- und Vogelfreunde, die sich spontan und großzügig melden und den ölverklebten Vögeln zu Hilfe heilen und sie mit ihren bescheidenen Mitteln zu retten versuchen."",""editOps"":[{""LTID"":""LT2"",""beg"":129,""kind"":""UNK"",""alt"":"""",""text"":""ölverklebten""},{""LTID"":"""",""beg"":158,""kind"":""REP"",""alt"":""heilen"",""text"":""eilen""}]}"
88,"Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht, indem sie den Opfern vor Ort zu Hilfe geeilt sind.","Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht, indem sie den Opfern vor Ort zu Hilfe geheilt sind.","{""explainHtml"":""<p>Überprüfen Sie, ob diese Wörter unveränderlich sind (Person, Ort, Akronym usw.):<br\/>Frankreich, Opfern<\/p>\n"",""explainPreHtml"":"""",""correctedHtml"":""Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht, indem sie den Opfern vor Ort zu Hilfe <b title='geeilt'>geheilt<\/b> sind."",""model"":""UNK"",""editXml"":""Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht, indem sie den Opfern vor Ort zu Hilfe <REP TOK='geheilt'>geeilt<\/REP> sind."",""corrected"":""Zahlreiche Freiwillige aus Frankreich und verschiedenen europäischen Ländern haben ihre Solidarität zum Ausdruck gebracht, indem sie den Opfern vor Ort zu Hilfe geheilt sind."",""editOps"":[{""LTID"":"""",""beg"":161,""kind"":""REP"",""alt"":""geheilt"",""text"":""geeilt""}]}"
